occCode,majorOccCodeGroup,minorOccCodeGroup,broadOccCodeGroup,majorOccNameGroup,occupation,end_0000,end_000,end_00,end_0,hourlyMean,hourlyMed,salaryMean,salaryMed,totEmp,wageSalEmp,selfEmp,f_total,f_violence,f_trans,f_fireExp,f_fallSlipTrip,f_exposure,f_contact,f_allOther,nf_total,nf_violence,nf_violence_intent,nf_violence_unintent,nf_violence_animal,nf_trans,nf_trans_roadway,nf_fireExp,nf_fallSlipTrip,nf_fallSlipTrip_lowLevel,nf_fallSlipTrip_sameLevel,nf_fallSlipTrip_noFall,nf_exposure,nf_contact,nf_contact_struckBy,nf_contact_struckAgainst,nf_contact_caughtCompCrush,nf_overextertion,nf_overextertion_liftLowering,nf_overextertion_repetition,nf_allOther,,
51-1000,51-0000,51-1000,51-1000,Production Occupations,          Supervisors of production workers,FALSE,TRUE,TRUE,TRUE,29.54,27.78,61450,57780,621400,612000,9400,31,10,5,0,4,5,6,1,3180,0,0,0,0,80,40,20,730,170,450,100,190,1200,500,450,190,940,270,120,0,FALSE,FALSE
49-3050,49-0000,49-3000,49-3050,"Installation, Maintainance and Repair Occupations",               Small engine mechanics,FALSE,FALSE,FALSE,TRUE,17.95,16.96,37340,35280,79300,69700,9600,7,0,3,0,0,0,0,4,460,0,0,0,0,70,50,0,20,0,20,0,0,100,90,0,0,250,160,0,0,FALSE,TRUE
53-5030,53-0000,53-5000,53-5030,Transportation and Material Moving Occupations,               Ship engineers,FALSE,FALSE,FALSE,TRUE,35.64,33.93,74120,70570,10100,400,10100,3,0,2,0,0,0,0,1,70,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,0,0,FALSE,TRUE
53-5031,53-0000,53-5000,53-5030,Transportation and Material Moving Occupations,                    Ship engineers,FALSE,FALSE,FALSE,FALSE,35.64,33.93,74120,70570,10100,400,10100,3,0,2,0,0,0,0,1,70,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,0,0,TRUE,TRUE
51-6010,51-0000,51-6000,51-6010,Production Occupations,               Laundry and dry-cleaning workers,FALSE,FALSE,FALSE,TRUE,11.16,10.34,23210,21510,220100,210000,10100,3,0,0,0,0,2,0,1,2490,0,0,0,0,0,0,0,370,0,260,100,220,500,280,120,80,1360,200,120,0,FALSE,TRUE
51-6011,51-0000,51-6000,51-6010,Production Occupations,                    Laundry and dry-cleaning workers,FALSE,FALSE,FALSE,FALSE,11.16,10.34,23210,21510,220100,210000,10100,3,0,0,0,0,2,0,1,2490,0,0,0,0,0,0,0,370,0,260,100,220,500,280,120,80,1360,200,120,0,TRUE,TRUE
49-2090,49-0000,49-2000,49-2090,"Installation, Maintainance and Repair Occupations","               Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",FALSE,FALSE,FALSE,TRUE,25.08,24.24,52170,50420,256500,246100,10500,11,0,4,0,4,0,0,3,2990,50,30,0,20,460,400,0,890,310,390,190,160,210,130,50,20,1200,240,20,20,FALSE,TRUE
51-6090,51-0000,51-6000,51-6090,Production Occupations,"               Miscellaneous textile, apparel, and furnishings workers",FALSE,FALSE,FALSE,TRUE,16.84,15.58,35030,32400,83700,72900,10800,1,0,0,0,0,0,0,1,550,0,0,0,0,0,0,0,100,0,90,0,0,170,80,30,50,270,60,70,0,FALSE,TRUE
47-5011,47-0000,47-5000,47-5010,Construction and Extraction Occupations,"                    Derrick operators, oil and gas",FALSE,FALSE,FALSE,FALSE,24.59,23.14,51140,48130,11100,100,11100,3,0,0,0,0,0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,0,140,30,0,110,20,20,0,0,TRUE,TRUE
51-5100,51-0000,51-5000,51-5100,Production Occupations,          Printing workers,FALSE,FALSE,TRUE,TRUE,17.79,16.88,37010,35120,267300,255200,12200,5,0,0,0,0,0,0,5,1850,0,0,0,0,0,0,0,380,30,300,50,50,700,200,100,410,690,210,70,0,FALSE,FALSE
51-9190,51-0000,51-9000,51-9190,Production Occupations,               Miscellaneous production workers,FALSE,FALSE,FALSE,TRUE,14.75,13.28,30680,27620,902800,889700,13200,14,0,0,0,4,0,5,5,28350,120,30,0,80,420,60,50,4790,860,3090,730,1280,11620,4770,2220,3950,9910,2780,1650,150,FALSE,TRUE
49-9030,49-0000,49-9000,49-9030,"Installation, Maintainance and Repair Occupations",               Home appliance repairers,FALSE,FALSE,FALSE,TRUE,19.42,18.06,40390,37570,46600,33400,13300,3,0,0,0,0,0,0,3,120,0,0,0,0,40,40,0,0,0,0,0,0,20,0,0,0,60,20,0,0,FALSE,TRUE
49-9031,49-0000,49-9000,49-9030,"Installation, Maintainance and Repair Occupations",                    Home appliance repairers,FALSE,FALSE,FALSE,FALSE,19.42,18.06,40390,37570,46600,33400,13300,3,0,0,0,0,0,0,3,120,0,0,0,0,40,40,0,0,0,0,0,0,20,0,0,0,60,20,0,0,TRUE,TRUE
49-9070,49-0000,49-9000,49-9070,"Installation, Maintainance and Repair Occupations","               Maintenance and repair workers, general",FALSE,FALSE,FALSE,TRUE,18.92,17.76,39360,36940,1432600,1418800,13800,75,6,16,3,34,9,7,0,21250,340,40,0,300,560,360,170,5310,2460,2130,640,830,6280,3320,1300,1230,7710,2810,200,50,FALSE,TRUE
49-9071,49-0000,49-9000,49-9070,"Installation, Maintainance and Repair Occupations","                    Maintenance and repair workers, general",FALSE,FALSE,FALSE,FALSE,18.92,17.76,39360,36940,1432600,1418800,13800,75,6,16,3,34,9,7,0,21250,340,40,0,300,560,360,170,5310,2460,2130,640,830,6280,3320,1300,1230,7710,2810,200,50,TRUE,TRUE
49-2093,49-0000,49-2000,49-2090,"Installation, Maintainance and Repair Occupations","                    Electrical and electronics installers and repairers, transportation equipment",FALSE,FALSE,FALSE,FALSE,28.77,28.5,59840,59280,13900,500,13900,1,0,0,0,0,0,0,1,60,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,TRUE,TRUE
49-3021,49-0000,49-3000,49-3020,"Installation, Maintainance and Repair Occupations",                    Automotive body and related repairers,FALSE,FALSE,FALSE,FALSE,21.72,19.97,45180,41540,160400,145500,14900,6,3,0,0,0,0,0,3,1620,0,0,0,0,40,0,0,40,0,20,20,20,990,450,400,0,530,170,20,0,TRUE,TRUE
53-7061,53-0000,53-7000,53-7060,Transportation and Material Moving Occupations,                    Cleaners of vehicles and equipment,FALSE,FALSE,FALSE,FALSE,11.85,10.68,24660,22220,369200,353700,15500,17,4,0,1,0,4,4,4,3260,0,0,0,0,500,110,0,720,150,400,150,360,1120,820,140,90,550,110,40,0,TRUE,TRUE
51-2092,51-0000,51-2000,51-2090,Production Occupations,                    Team assemblers,FALSE,FALSE,FALSE,FALSE,15.65,14.45,32550,30060,1130900,1114700,16100,3,0,0,0,0,0,0,3,1870,20,0,0,0,20,0,0,210,0,150,40,50,340,180,80,40,1230,220,390,0,TRUE,TRUE
53-3010,53-0000,53-3000,53-3010,Transportation and Material Moving Occupations,"               Ambulance drivers and attendants, except emergency medical technicians",FALSE,FALSE,FALSE,TRUE,12.31,11.46,25600,23850,17300,2400,17300,1,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,20,0,0,FALSE,TRUE
53-3011,53-0000,53-3000,53-3010,Transportation and Material Moving Occupations,"                    Ambulance drivers and attendants, except emergency medical technicians",FALSE,FALSE,FALSE,FALSE,12.31,11.46,25600,23850,17300,2400,17300,1,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,20,0,0,TRUE,TRUE
51-3000,51-0000,51-3000,51-3000,Production Occupations,          Food processing workers,FALSE,TRUE,TRUE,TRUE,13.62,12.64,28320,26280,823000,805600,17400,15,4,3,0,3,0,3,2,8830,50,20,0,30,70,30,0,1610,160,1190,220,380,3460,1910,800,640,3220,1150,820,50,FALSE,FALSE
53-7080,53-0000,53-7000,53-7080,Transportation and Material Moving Occupations,               Refuse and recyclable material collectors,FALSE,FALSE,FALSE,TRUE,18.12,16.95,37690,35270,136000,116800,19100,31,0,21,0,0,0,7,3,1630,0,0,0,0,350,230,0,340,110,180,40,40,450,260,50,80,350,200,20,100,FALSE,TRUE
53-7081,53-0000,53-7000,53-7080,Transportation and Material Moving Occupations,                    Refuse and recyclable material collectors,FALSE,FALSE,FALSE,FALSE,18.12,16.95,37690,35270,136000,116800,19100,31,0,21,0,0,0,7,3,1630,0,0,0,0,350,230,0,340,110,180,40,40,450,260,50,80,350,200,20,100,TRUE,TRUE
49-3030,49-0000,49-3000,49-3030,"Installation, Maintainance and Repair Occupations",               Bus and truck mechanics and diesel engine specialists,FALSE,FALSE,FALSE,TRUE,22.45,21.72,46710,45170,278800,259500,19300,29,3,9,1,0,3,12,1,3980,0,0,0,0,60,30,30,950,240,520,130,160,1220,900,140,110,1550,400,30,0,FALSE,TRUE
49-3031,49-0000,49-3000,49-3030,"Installation, Maintainance and Repair Occupations",                    Bus and truck mechanics and diesel engine specialists,FALSE,FALSE,FALSE,FALSE,22.45,21.72,46710,45170,278800,259500,19300,29,3,9,1,0,3,12,1,3980,0,0,0,0,60,30,30,950,240,520,130,160,1220,900,140,110,1550,400,30,0,TRUE,TRUE
51-2090,51-0000,51-2000,51-2090,Production Occupations,               Miscellaneous assemblers and fabricators,FALSE,FALSE,FALSE,TRUE,15.54,14.35,32310,29840,1383800,1364000,19800,8,0,0,0,0,0,3,5,13090,70,0,20,40,140,30,120,1890,350,1100,350,370,4630,2280,1130,940,5830,1680,1650,50,FALSE,TRUE
49-9096,49-0000,49-9000,49-9090,"Installation, Maintainance and Repair Occupations",                    Riggers,FALSE,FALSE,FALSE,FALSE,23.57,21.97,49030,45690,20900,2600,20900,4,0,0,0,0,0,0,4,160,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,50,90,0,0,0,TRUE,TRUE
51-2000,51-0000,51-2000,51-2000,Production Occupations,          Assemblers and fabricators,FALSE,TRUE,TRUE,TRUE,16.16,14.87,33610,30930,1819300,1798200,21100,10,0,0,0,3,0,4,3,14950,70,0,20,40,140,30,120,2200,410,1290,410,420,5280,2570,1300,1070,6670,1770,1900,60,FALSE,FALSE
51-4121,51-0000,51-4000,51-4120,Production Occupations,"                    Welders, cutters, solderers, and brazers",FALSE,FALSE,FALSE,FALSE,20.41,18.94,42450,39390,404800,382700,22000,39,4,3,5,10,5,12,0,4590,30,0,0,0,30,0,30,480,110,230,90,450,2510,1650,150,320,1010,240,110,50,TRUE,TRUE
49-2095,49-0000,49-2000,49-2090,"Installation, Maintainance and Repair Occupations","                    Electrical and electronics repairers, powerhouse, substation, and relay",FALSE,FALSE,FALSE,FALSE,35.84,36.38,74540,75670,23400,15700,23400,1,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
51-4120,51-0000,51-4000,51-4120,Production Occupations,"               Welding, soldering, and brazing workers",FALSE,FALSE,FALSE,TRUE,20.2,18.8,42010,39110,454000,429200,24800,40,4,3,5,11,5,12,0,6850,40,0,0,0,30,0,30,1000,180,570,180,650,3400,2160,260,450,1640,460,170,60,FALSE,TRUE
51-4050,51-0000,51-4000,51-4050,Production Occupations,"               Metal furnace operators, tenders, pourers, and casters",FALSE,FALSE,FALSE,TRUE,19.41,18.86,40360,39220,26200,100,26200,1,0,0,0,0,0,0,1,310,0,0,0,0,0,0,0,40,0,0,20,110,70,40,0,20,90,0,0,0,FALSE,TRUE
51-7000,51-0000,51-7000,51-7000,Production Occupations,          Woodworkers,FALSE,TRUE,TRUE,TRUE,15.47,14.52,32170,30210,279300,252200,27100,11,0,0,0,0,0,6,5,2850,0,0,0,0,40,0,0,580,60,490,20,60,1580,830,280,410,560,250,90,30,FALSE,FALSE
53-7062,53-0000,53-7000,53-7060,Transportation and Material Moving Occupations,"                    Laborers and freight, stock, and material movers, hand",FALSE,FALSE,FALSE,FALSE,13.81,12.49,28720,25980,2628400,2601200,27200,92,0,27,4,19,10,30,2,61180,470,90,60,250,2540,850,130,10700,2160,5680,2450,1160,20380,13090,3330,3040,25180,11090,1110,630,TRUE,TRUE
53-7010,53-0000,53-7000,53-7010,Transportation and Material Moving Occupations,               Conveyor operators and tenders,FALSE,FALSE,FALSE,TRUE,16.28,15.1,33870,31410,28100,1500,28100,5,0,0,2,0,0,3,0,180,0,0,0,0,0,0,0,30,0,0,0,0,60,20,0,20,90,40,0,0,FALSE,TRUE
53-7011,53-0000,53-7000,53-7010,Transportation and Material Moving Occupations,                    Conveyor operators and tenders,FALSE,FALSE,FALSE,FALSE,16.28,15.1,33870,31410,28100,1500,28100,5,0,0,2,0,0,3,0,180,0,0,0,0,0,0,0,30,0,0,0,0,60,20,0,20,90,40,0,0,TRUE,TRUE
53-6050,53-0000,53-6000,53-6050,Transportation and Material Moving Occupations,               Transportation inspectors,FALSE,FALSE,FALSE,TRUE,34.93,34.72,72650,72220,28200,700,28200,1,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,FALSE,TRUE
53-6051,53-0000,53-6000,53-6050,Transportation and Material Moving Occupations,                    Transportation inspectors,FALSE,FALSE,FALSE,FALSE,34.93,34.72,72650,72220,28200,700,28200,1,0,1,0,0,0,0,0,50,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,TRUE,TRUE
51-4023,51-0000,51-4000,51-4020,Production Occupations,"                    Rolling machine setters, operators, and tenders, metal and plastic",FALSE,FALSE,FALSE,FALSE,20.14,19.56,41900,40680,29000,100,29000,5,0,0,0,0,0,4,1,240,0,0,0,0,0,0,0,30,0,20,0,0,110,40,30,40,90,30,20,0,TRUE,TRUE
49-9020,49-0000,49-9000,49-9020,"Installation, Maintainance and Repair Occupations","               Heating, air conditioning, and refrigeration mechanics",FALSE,FALSE,FALSE,TRUE,23.23,22.07,48320,45910,332900,302700,30200,37,4,9,0,11,10,3,0,6550,30,20,0,0,490,450,170,1990,920,930,130,620,1530,1060,180,230,1700,470,40,0,FALSE,TRUE
49-9021,49-0000,49-9000,49-9020,"Installation, Maintainance and Repair Occupations","                    Heating, air conditioning, and refrigeration mechanics",FALSE,FALSE,FALSE,FALSE,23.23,22.07,48320,45910,332900,302700,30200,37,4,9,0,11,10,3,0,6550,30,20,0,0,490,450,170,1990,920,930,130,620,1530,1060,180,230,1700,470,40,0,TRUE,TRUE
53-5010,53-0000,53-5000,53-5010,Transportation and Material Moving Occupations,               Sailors and marine oilers,FALSE,FALSE,FALSE,TRUE,22.2,20.22,46170,42060,33800,1300,33800,15,4,9,0,0,0,0,2,440,0,0,0,0,30,0,0,80,40,20,0,0,200,140,0,50,110,20,0,0,FALSE,TRUE
53-5011,53-0000,53-5000,53-5010,Transportation and Material Moving Occupations,                    Sailors and marine oilers,FALSE,FALSE,FALSE,FALSE,22.2,20.22,46170,42060,33800,1300,33800,15,4,9,0,0,0,0,2,440,0,0,0,0,30,0,0,80,40,20,0,0,200,140,0,50,110,20,0,0,TRUE,TRUE
49-2000,49-0000,49-2000,49-2000,"Installation, Maintainance and Repair Occupations","          Electrical and electronic equipment mechanics and installers",FALSE,TRUE,TRUE,TRUE,24.47,23.45,50900,48780,628100,594100,34000,23,0,9,0,8,3,0,3,7590,210,30,0,170,1010,930,0,2040,590,950,450,230,780,390,240,70,3260,680,50,50,FALSE,FALSE
51-4000,51-0000,51-4000,51-4000,Production Occupations,          Metal workers and plastic workers,FALSE,TRUE,TRUE,TRUE,19.15,18.06,39830,37560,1954700,1919800,34800,78,6,4,6,15,10,36,1,22740,80,20,30,30,100,0,70,3110,490,1950,540,1280,11050,5460,1590,2970,6870,2070,980,170,FALSE,FALSE
51-4193,51-0000,51-4000,51-4190,Production Occupations,"                    Plating and coating machine setters, operators, and tenders, metal and plastic",FALSE,FALSE,FALSE,FALSE,16.2,15.04,33690,31280,35300,33800,35300,1,0,0,0,0,0,0,1,170,0,0,0,0,0,0,0,60,0,50,0,30,30,0,0,0,40,20,0,0,TRUE,TRUE
51-8013,51-0000,51-8000,51-8010,Production Occupations,                    Power plant operators,FALSE,FALSE,FALSE,FALSE,35.48,35.91,73800,74690,36100,100,36100,3,0,0,0,0,0,1,2,190,0,0,0,0,0,0,0,100,40,60,0,0,0,0,0,0,70,30,0,0,TRUE,TRUE
53-3031,53-0000,53-3000,53-3030,Transportation and Material Moving Occupations,                    Driver/sales workers,FALSE,FALSE,FALSE,FALSE,13.67,10.98,28440,22830,467900,430100,37800,71,14,53,0,0,0,3,1,8790,160,130,0,30,1790,1280,0,2210,540,1280,340,230,1560,1020,270,240,2790,880,30,50,TRUE,TRUE
53-4011,53-0000,53-4000,53-4010,Transportation and Material Moving Occupations,                    Locomotive engineers,FALSE,FALSE,FALSE,FALSE,29.34,27.73,61020,57670,38800,100,38800,4,0,3,0,0,0,0,1,240,0,0,0,0,70,20,0,50,0,0,0,0,50,20,20,0,40,0,0,20,TRUE,TRUE
49-9044,49-0000,49-9000,49-9040,"Installation, Maintainance and Repair Occupations",                    Millwrights,FALSE,FALSE,FALSE,FALSE,25.94,25.21,53950,52440,39500,300,39500,10,0,0,0,0,0,6,4,520,0,0,0,0,0,0,0,60,20,30,0,20,310,190,0,60,130,30,0,0,TRUE,TRUE
47-5013,47-0000,47-5000,47-5010,Construction and Extraction Occupations,"                    Service unit operators, oil, gas, and mining",FALSE,FALSE,FALSE,FALSE,25.73,23.37,53520,48610,41400,200,41400,3,0,0,1,0,0,0,2,50,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
51-8093,51-0000,51-8000,51-8090,Production Occupations,"                    Petroleum pump system operators, refinery operators, and gaugers",FALSE,FALSE,FALSE,FALSE,32.63,32.4,67870,67400,41800,7600,41800,4,0,0,1,0,0,0,3,80,0,0,0,0,0,0,0,20,20,0,0,0,20,0,0,0,20,0,0,0,TRUE,TRUE
53-4030,53-0000,53-4000,53-4030,Transportation and Material Moving Occupations,               Railroad conductors and yardmasters,FALSE,FALSE,FALSE,TRUE,27.99,27.64,58220,57480,41800,38200,41800,6,0,5,0,1,0,0,0,720,30,20,0,0,100,20,0,200,0,0,0,60,120,40,40,30,160,0,0,60,FALSE,TRUE
53-4031,53-0000,53-4000,53-4030,Transportation and Material Moving Occupations,                    Railroad conductors and yardmasters,FALSE,FALSE,FALSE,FALSE,27.99,27.64,58220,57480,41800,38200,41800,6,0,5,0,1,0,0,0,720,30,20,0,0,100,20,0,200,0,0,0,60,120,40,40,30,160,0,0,60,TRUE,TRUE
49-9090,49-0000,49-9000,49-9090,"Installation, Maintainance and Repair Occupations","               Miscellaneous installation, maintenance, and repair workers",FALSE,FALSE,FALSE,TRUE,18.24,16.43,37940,34170,401400,358100,43300,41,5,11,0,3,18,3,1,5040,40,0,0,30,260,240,50,980,240,580,90,240,1690,1220,160,250,1700,390,110,90,FALSE,TRUE
53-4010,53-0000,53-4000,53-4010,Transportation and Material Moving Occupations,               Locomotive engineers and operators,FALSE,FALSE,FALSE,TRUE,28.96,27.47,60230,57130,44400,100,44400,5,0,4,0,0,0,0,1,300,0,0,0,0,90,40,0,70,0,0,0,0,60,20,20,0,40,0,0,20,FALSE,TRUE
51-9000,51-0000,51-9000,51-9000,Production Occupations,          Other production occupations,FALSE,TRUE,TRUE,TRUE,16.8,15.15,34950,31520,2623700,2578500,45300,45,7,6,3,8,8,13,0,39380,230,80,60,90,650,180,80,7280,1210,4800,1120,2030,15050,6230,2920,4900,13860,3950,2500,210,FALSE,FALSE
53-7060,53-0000,53-7000,53-7060,Transportation and Material Moving Occupations,"               Laborers and material movers, hand",FALSE,FALSE,FALSE,TRUE,13.25,11.88,27570,24720,3796000,3750300,45700,111,6,31,5,21,14,34,0,69800,500,110,70,270,3080,970,130,12560,2460,6900,2750,1720,23230,14770,3790,3620,27930,11850,1610,650,FALSE,TRUE
51-8010,51-0000,51-8000,51-8010,Production Occupations,"               Power plant operators, distributors, and dispatchers",FALSE,FALSE,FALSE,TRUE,37.4,37.68,77790,78370,54700,100,54700,3,0,0,0,0,0,1,2,200,0,0,0,0,0,0,0,100,40,60,0,0,0,0,0,0,70,30,0,0,FALSE,TRUE
47-5010,47-0000,47-5000,47-5010,Construction and Extraction Occupations,"               Derrick, rotary drill, and service unit operators, oil, gas, and mining",FALSE,FALSE,FALSE,TRUE,25.97,23.9,54010,49720,69200,300,69200,8,0,3,1,0,0,0,4,280,0,0,0,0,0,0,0,70,40,20,0,0,160,30,0,120,50,20,0,0,FALSE,TRUE
53-7000,53-0000,53-7000,53-7000,Transportation and Material Moving Occupations,          Material moving workers,FALSE,TRUE,TRUE,TRUE,14.11,12.62,29360,26240,4678000,4607400,70600,228,7,89,8,28,19,77,0,78750,560,110,70,320,4260,1280,140,14130,2900,7600,3020,2000,26110,16560,4180,4050,30800,12730,1720,760,FALSE,FALSE
51-9040,51-0000,51-9000,51-9040,Production Occupations,"               Extruding, forming, pressing, and compacting machine setters, operators, and tenders",FALSE,FALSE,FALSE,TRUE,16.52,15.63,34370,32510,71400,200,71400,3,1,0,0,0,0,0,2,400,0,0,0,0,0,0,0,60,0,50,0,20,150,60,20,70,160,30,30,0,FALSE,TRUE
51-9041,51-0000,51-9000,51-9040,Production Occupations,"                    Extruding, forming, pressing, and compacting machine setters, operators, and tenders",FALSE,FALSE,FALSE,FALSE,16.52,15.63,34370,32510,71400,200,71400,3,1,0,0,0,0,0,2,400,0,0,0,0,0,0,0,60,0,50,0,20,150,60,20,70,160,30,30,0,TRUE,TRUE
51-6000,51-0000,51-6000,51-6000,Production Occupations,"          Textile, apparel, and furnishings workers",FALSE,TRUE,TRUE,TRUE,12.63,11.42,26270,23750,654300,582800,71500,6,0,0,0,0,2,0,4,4460,20,0,0,20,0,0,0,960,40,640,270,290,1040,540,230,230,2120,360,400,0,FALSE,FALSE
51-4021,51-0000,51-4000,51-4020,Production Occupations,"                    Extruding and drawing machine setters, operators, and tenders, metal and plastic",FALSE,FALSE,FALSE,FALSE,16.99,16.29,35340,33870,72300,100,72300,1,0,0,0,0,0,0,1,380,0,0,0,0,0,0,0,60,0,40,0,20,170,80,30,50,120,20,0,0,TRUE,TRUE
53-3033,53-0000,53-3000,53-3030,Transportation and Material Moving Occupations,                    Light truck or delivery services drivers,FALSE,FALSE,FALSE,FALSE,16.73,14.7,34790,30580,953500,878500,75000,61,0,49,0,4,0,4,4,22250,240,50,0,190,3160,2850,20,6550,1430,3870,1150,310,3010,1910,520,400,8890,3230,120,70,TRUE,TRUE
53-2011,53-0000,53-2000,53-2010,Transportation and Material Moving Occupations,"                    Airline pilots, copilots, and flight engineers",FALSE,FALSE,FALSE,FALSE,,,152770,127820,84000,100,84000,5,0,5,0,0,0,0,0,270,0,0,0,0,20,20,0,90,0,40,40,30,40,0,20,0,80,20,0,0,TRUE,TRUE
53-7063,53-0000,53-7000,53-7060,Transportation and Material Moving Occupations,                    Machine feeders and offbearers,FALSE,FALSE,FALSE,FALSE,14.66,13.66,30490,28410,87700,100,87600,1,0,1,0,0,0,0,0,810,0,0,0,0,0,0,0,100,20,40,30,30,300,130,40,120,370,110,120,0,TRUE,TRUE
51-9196,51-0000,51-9000,51-9190,Production Occupations,"                    Paper goods machine setters, operators, and tenders",FALSE,FALSE,FALSE,FALSE,18.54,17.79,38570,36990,94600,1500,94600,1,0,0,0,1,0,0,0,450,0,0,0,0,0,0,0,90,0,60,0,20,150,20,60,60,180,30,0,0,TRUE,TRUE
49-3023,49-0000,49-3000,49-3020,"Installation, Maintainance and Repair Occupations",                    Automotive service technicians and mechanics,FALSE,FALSE,FALSE,FALSE,19.9,18.5,41400,38470,749900,651300,98600,64,17,7,0,5,5,28,2,11530,0,0,0,0,380,140,20,1200,150,760,270,310,4730,2870,780,420,4840,1300,210,40,TRUE,TRUE
51-8090,51-0000,51-8000,51-8090,Production Occupations,               Miscellaneous plant and system operators,FALSE,FALSE,FALSE,TRUE,30.65,30.49,63750,63430,104400,11200,104400,5,0,0,0,0,0,0,5,190,0,0,0,0,0,0,0,60,20,40,0,20,40,30,0,0,60,20,0,0,FALSE,TRUE
53-3040,53-0000,53-3000,53-3040,Transportation and Material Moving Occupations,               Taxi drivers and chauffeurs,FALSE,FALSE,FALSE,TRUE,12.88,11.68,26790,24300,305100,194500,110600,60,26,30,0,0,0,0,4,2550,60,50,0,0,1000,870,0,630,190,320,100,0,180,100,60,0,620,290,0,40,FALSE,TRUE
53-3041,53-0000,53-3000,53-3040,Transportation and Material Moving Occupations,                    Taxi drivers and chauffeurs,FALSE,FALSE,FALSE,FALSE,12.88,11.68,26790,24300,305100,194500,110600,60,26,30,0,0,0,0,4,2550,60,50,0,0,1000,870,0,630,190,320,100,0,180,100,60,0,620,290,0,40,TRUE,TRUE
49-3020,49-0000,49-3000,49-3020,"Installation, Maintainance and Repair Occupations",               Automotive technicians and repairers,FALSE,FALSE,FALSE,TRUE,20.17,18.68,41950,38860,930000,815700,114200,72,21,7,3,5,8,28,0,14360,0,0,0,0,760,140,20,1390,190,770,350,340,5710,3310,1190,420,6090,2160,230,40,FALSE,TRUE
51-8030,51-0000,51-8000,51-8030,Production Occupations,               Water and wastewater treatment plant and system operators,FALSE,FALSE,FALSE,TRUE,23.04,22,47930,45760,119200,400,119200,5,0,1,0,0,0,0,4,210,0,0,0,0,20,20,0,50,20,20,0,0,20,0,0,0,110,20,0,0,FALSE,TRUE
51-8031,51-0000,51-8000,51-8030,Production Occupations,                    Water and wastewater treatment plant and system operators,FALSE,FALSE,FALSE,FALSE,23.04,22,47930,45760,119200,400,119200,5,0,1,0,0,0,0,4,210,0,0,0,0,20,20,0,50,20,20,0,0,20,0,0,0,110,20,0,0,TRUE,TRUE
51-4020,51-0000,51-4000,51-4020,Production Occupations,"               Forming machine setters, operators, and tenders, metal and plastic",FALSE,FALSE,FALSE,TRUE,18.01,17.22,37460,35830,120500,100,120500,7,0,0,0,0,0,6,1,920,0,0,0,0,0,0,0,140,20,100,20,40,440,170,70,180,300,60,40,0,FALSE,TRUE
49-9000,49-0000,49-9000,49-9000,"Installation, Maintainance and Repair Occupations","          Other installation, maintenance, and repair occupations",FALSE,TRUE,TRUE,TRUE,21.28,19.68,44270,40930,3065000,2941900,123000,249,21,66,5,68,54,35,0,42060,490,60,0,420,1890,1560,400,10340,4360,4520,1230,2150,12310,7180,2090,2300,14300,4380,550,180,FALSE,FALSE
51-4072,51-0000,51-4000,51-4070,Production Occupations,"                    Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",FALSE,FALSE,FALSE,FALSE,15.7,14.65,32660,30480,145400,135100,145400,4,0,0,0,0,0,3,1,920,0,0,0,0,0,0,0,170,30,110,30,110,380,210,80,70,240,90,50,0,TRUE,TRUE
53-3032,53-0000,53-3000,53-3030,Transportation and Material Moving Occupations,                    Heavy and tractor-trailer truck drivers,FALSE,FALSE,FALSE,FALSE,20.96,19.87,43590,41340,1871700,1723000,148600,786,23,632,6,41,38,46,0,47560,400,70,30,290,6560,5490,140,14420,5070,6740,2100,630,8840,5260,1640,1560,16370,3180,260,200,TRUE,TRUE
49-3000,49-0000,49-3000,49-3000,"Installation, Maintainance and Repair Occupations","          Vehicle mechanics, installers, and repairers",FALSE,TRUE,TRUE,TRUE,21.02,19.68,43710,40930,1750200,1598300,151900,154,31,36,5,7,13,60,2,25630,30,0,0,30,940,260,120,3820,720,2170,710,670,9370,5770,1830,810,10600,3580,400,60,FALSE,FALSE
